"","Game.","Team","FGM","FGA","X3PM","X3PA","FTM","FTA","OREB","TR","AST","TO","STL","BLK","PF","PTS"
"4536",627,"umes",20,52,7,19,8,12,10,27,11,18,9,5,22,55
"877",628,"coppinst",20,56,7,26,13,23,7,31,8,14,7,0,23,60
"3246",628,"pacific",22,58,3,23,17,24,14,44,11,19,2,3,19,64
"545",629,"calstbakersfield",28,60,3,7,11,15,10,29,3,14,6,5,20,70
"3617",629,"sanfrancisco",31,54,19,25,19,24,6,31,20,11,8,3,12,100
"409",630,"bradley",24,57,6,24,15,23,15,37,19,12,4,6,16,69
"2898",630,"norfolkst",21,52,4,20,11,15,11,34,8,18,8,2,22,57
"627",631,"centralconnecticutst",20,58,9,23,14,18,6,32,10,14,8,4,20,63
"2805",631,"newhampshire",27,62,11,27,12,22,16,51,19,16,7,3,19,77
"960",632,"delaware",31,56,8,19,9,13,6,34,14,10,6,4,20,79
"4012",632,"stfrancispa",23,59,4,22,14,17,11,32,9,10,2,2,11,64
"423",633,"brown",25,66,5,25,8,13,17,34,15,18,6,7,25,63
"3570",633,"sacredheart",27,54,8,20,22,29,12,37,14,17,10,4,18,84
"1447",634,"georgiasouthern",37,64,12,29,12,18,3,27,20,11,12,4,17,98
"2382",634,"mercer",31,59,9,18,17,22,6,33,16,16,8,0,16,88
"748",635,"citadel",26,59,11,25,11,15,9,41,22,18,5,0,18,74
"3729",635,"sems",27,62,4,21,11,18,10,36,9,19,8,3,19,69
"2178",636,"louisville",29,57,9,21,9,12,11,40,22,11,6,1,11,76
"3671",636,"scupstate",16,49,9,24,9,11,5,22,8,12,7,0,12,50
"1167",637,"elon",20,63,12,32,9,9,5,25,11,10,5,2,22,61
"4572",637,"unc",29,68,3,19,14,23,18,56,19,10,4,7,13,75
"190",638,"arkansaslittlerock",21,49,3,10,13,24,7,35,11,26,11,4,24,58
"2367",638,"memphis",24,62,5,21,15,23,13,39,16,19,16,6,23,68
"74",639,"alabamast",14,50,4,20,9,13,4,30,4,19,7,0,22,41
"4174",639,"tennessee",27,59,6,21,16,25,12,45,18,12,9,8,14,76
"706",640,"chattanooga",23,59,5,24,2,6,8,30,8,16,4,5,17,53
"1325",640,"floridast",34,65,10,25,11,17,11,41,20,11,10,5,7,89
"1348",641,"fresnost",22,52,9,23,5,9,12,32,4,11,3,1,10,58
"4075",641,"stmarys",26,51,6,18,10,12,7,28,10,7,9,2,12,68
"983",642,"delawarest",26,62,9,27,3,7,7,26,15,12,5,1,12,64
"4815",642,"virginiatech",35,62,21,37,9,14,9,41,29,11,4,3,13,100
"2497",643,"missouri",23,57,4,22,20,23,15,45,11,17,5,4,18,70
"2567",643,"moreheadst",19,50,5,14,9,16,6,28,9,16,8,5,21,52
"3608",644,"sandiego",17,48,3,19,12,19,7,29,9,19,4,2,19,49
"3684",644,"sdsu",28,59,3,12,7,11,8,33,14,12,9,4,19,66
"853",645,"columbia",26,69,10,30,1,3,8,36,10,18,4,2,16,63
"4053",645,"stjohns",31,72,7,15,13,19,13,45,11,8,10,4,9,82
"2334",646,"massachusetts",29,54,11,22,13,24,7,30,20,11,4,3,20,82
"3499",646,"rider",25,64,4,17,18,30,19,42,18,12,1,3,22,72
"431",647,"bryant",30,66,1,11,13,17,12,36,9,11,7,2,18,74
"1059",647,"drexel",31,63,12,25,12,15,10,35,28,9,8,4,15,86
"3540",648,"rutgers",22,45,8,20,17,28,7,34,12,19,9,7,22,69
"3980",648,"stephenfaustin",20,51,2,13,15,24,10,31,7,19,9,2,27,57
"367",649,"bostoncollege",23,57,7,19,19,26,9,42,14,14,10,4,11,72
"1160",649,"easternwashington",26,69,13,38,3,6,13,40,14,15,8,1,19,68
"1771",650,"indiana",31,55,3,10,14,17,7,34,19,9,8,2,13,79
"3389",650,"princeton",19,51,6,27,10,13,7,25,10,15,7,2,14,54
"330",651,"binghamton",24,53,14,31,15,18,9,35,11,12,3,3,16,77
"2870",651,"njit",26,59,8,22,15,23,12,34,10,6,6,1,15,75
"1914",652,"jamesmadison",24,50,13,24,19,36,7,41,18,17,5,4,15,80
"3188",652,"olddominion",32,78,7,22,7,15,17,43,11,9,6,3,23,78
"3753",653,"siena",27,82,4,22,31,39,18,52,14,9,9,2,23,89
"5108",653,"yale",35,68,12,29,18,28,6,47,26,16,3,10,23,100
"4114",654,"stpeters",24,61,12,25,17,26,11,39,14,21,5,6,34,77
"4844",654,"wagner",18,54,6,17,39,48,11,43,10,17,8,2,24,81
"1442",655,"georgia",27,64,6,16,22,31,13,42,11,13,8,1,23,82
"1489",655,"georgiatech",29,61,8,19,12,23,10,40,7,15,6,8,25,78
"265",656,"ballst",22,54,4,18,9,26,11,37,11,15,11,2,15,57
"3027",656,"northernkentucky",19,51,4,18,17,25,9,38,9,17,6,3,23,59
"897",657,"cornell",14,40,6,27,19,25,9,30,11,9,4,1,13,53
"4131",657,"syracuse",25,53,10,27,12,18,12,35,18,7,2,0,16,72
"1247",658,"fgc",30,64,6,19,6,10,11,34,12,21,14,4,25,72
"1286",658,"floridaatlantic",23,52,5,16,19,30,11,36,9,22,9,2,17,70
"304",659,"belmont",27,69,8,32,11,18,17,45,13,11,3,4,17,73
"2090",659,"lipscomb",23,61,4,20,17,28,14,46,9,12,5,1,15,67
"1600",660,"highpoint",21,51,6,17,7,12,10,28,13,19,7,4,15,55
"4068",660,"stlouis",27,54,7,22,6,12,11,32,16,17,9,5,12,67
"2605",661,"mountstmarys",22,54,6,25,1,1,7,29,11,13,2,4,15,51
"4401",661,"uab",21,61,4,17,12,14,18,43,10,10,4,4,10,58
"3717",662,"sela",27,67,6,21,6,12,13,38,11,14,9,2,24,66
"4391",662,"tulsa",25,55,3,19,20,28,9,39,16,17,8,5,15,73
"260",663,"austinpeay",21,52,10,22,20,31,10,31,14,10,3,5,26,72
"4729",663,"vanderbilt",32,58,9,24,17,27,11,37,18,10,5,0,23,90
"4234",664,"texasam",17,53,5,28,17,23,9,44,10,15,4,8,16,56
"4358",664,"troy",21,66,7,30,3,9,14,45,9,15,6,2,19,52
"1859",665,"iupui",23,56,10,22,6,9,12,28,13,15,6,0,20,62
"2187",665,"loyolachicago",27,44,9,16,22,24,2,25,16,14,7,4,15,85
"3007",666,"northernillinois",32,64,12,26,10,14,8,35,17,7,4,3,13,86
"4930",666,"westernillinois",29,62,12,23,11,12,6,33,18,8,1,4,17,81
"746",667,"citadel",21,74,10,38,5,7,20,35,10,11,8,2,19,57
"1717",667,"illinois",33,68,3,18,16,21,22,55,17,13,4,4,13,85
"209",668,"arkansasst",27,54,13,20,13,19,8,29,14,10,7,3,25,80
"841",668,"coloradost",28,57,5,19,17,24,9,29,21,10,4,6,16,78
"4299",669,"texasst",22,53,3,13,17,22,12,35,13,10,8,8,22,64
"4582",669,"unlv",17,49,7,19,16,21,14,34,11,16,3,2,22,57
"3234",670,"oregonst",30,53,4,15,14,22,4,30,14,9,7,7,18,78
"4486",670,"ucsb",24,65,5,27,14,19,18,43,11,14,3,0,19,67
"351",671,"boisest",25,61,3,19,19,27,5,42,7,10,7,3,11,72
"489",671,"byu",28,74,7,24,5,7,10,44,15,11,4,0,19,68
"3550",672,"sacramentost",22,50,1,11,16,18,10,34,9,14,5,2,21,61
"4414",672,"ucdavis",18,48,0,5,15,18,8,26,10,15,3,2,20,51
"1511",673,"grambling",29,65,1,10,17,30,10,32,12,14,9,1,28,76
"3633",673,"sanjosest",26,56,7,26,24,35,15,41,16,20,7,7,24,83
"3321",674,"portland",28,53,7,16,19,30,6,33,21,14,4,4,19,82
"3350",674,"portlandst",27,66,4,18,17,26,17,42,12,14,9,0,29,75
"508",675,"cal",19,52,4,10,10,14,8,28,9,15,3,3,27,52
"1079",675,"duke",27,65,10,27,23,31,23,50,16,9,5,6,16,87
"4199",676,"tennesseest",18,51,8,28,13,18,7,34,11,19,6,2,30,57
"4320",676,"texastech",17,50,6,23,32,38,9,36,10,13,9,1,17,72
"147",677,"arizona",23,53,3,17,22,30,14,32,9,15,7,3,19,71
"3869",677,"southdakotast",22,47,7,19,13,19,8,30,13,21,6,3,26,64
"2615",678,"mtsu",26,60,4,18,13,21,11,32,12,15,6,1,13,69
"4776",678,"villanova",38,67,18,38,4,6,8,37,27,12,6,4,21,98
"4350",679,"towson",18,59,4,16,11,18,11,32,6,10,4,3,16,51
"5088",679,"xavier",27,57,9,22,10,14,11,45,19,12,7,5,18,73
"1405",680,"georgetown",28,55,5,11,21,28,13,33,13,10,6,6,14,82
"4223",680,"texas",23,61,11,29,9,10,11,28,17,12,3,1,25,66
"280",681,"baylor",25,59,4,15,22,28,17,42,10,10,11,5,15,76
"3132",681,"ohio",19,53,9,29,6,12,11,32,12,19,7,2,20,53
"1264",682,"florida",24,55,7,22,15,23,10,42,9,12,4,10,21,70
"4041",682,"stjoes",23,66,3,23,13,19,14,40,9,11,3,5,20,62
"3156",683,"oklahoma",32,58,4,16,23,27,11,42,15,13,12,6,7,91
"4543",683,"umes",24,58,14,32,2,5,5,23,10,18,11,2,22,64
"2479",684,"mississippist",26,43,11,20,17,21,10,41,19,25,6,3,15,80
"4380",684,"tulane",23,59,9,25,11,12,6,16,13,11,14,1,14,66
"4690",685,"uwgreenbay",29,61,4,20,8,11,3,25,16,9,8,3,16,70
"5032",685,"wisconsin",32,62,15,31,9,10,9,39,24,13,3,1,15,88
"464",686,"buffalo",26,72,5,24,11,13,13,40,9,9,11,7,20,68
"861",686,"connecticut",30,62,7,18,12,21,14,48,14,17,5,7,12,79
"2819",687,"newmexico",28,52,4,15,18,24,8,29,10,16,7,1,16,78
"2884",687,"nmsu",28,64,7,33,14,18,15,37,17,14,7,0,21,77
"2393",688,"miamifl",25,57,9,22,15,17,7,25,7,9,6,4,18,74
"2517",688,"missourist",28,65,4,15,10,13,20,45,13,16,2,2,16,70
"20",689,"airforce",19,46,6,22,20,27,6,18,14,11,1,0,14,64
"2204",689,"loyolamarymount",30,48,9,18,9,15,5,25,17,8,2,1,22,78
"1098",690,"duquesne",20,51,9,24,25,32,9,31,8,12,7,2,23,74
"1780",690,"indianast",25,53,4,17,17,23,5,28,7,14,2,3,26,71
"791",691,"coastalcarolina",29,64,11,24,10,16,12,41,12,11,7,6,25,79
"4614",691,"utah",19,57,5,28,14,25,16,44,9,15,3,1,15,57
"2769",692,"nebraskaomaha",29,59,7,19,20,24,5,41,8,10,0,1,18,85
"4888",692,"washingtonst",24,69,12,35,17,21,11,37,12,5,1,2,18,77
"200",693,"arkansaspinebluff",15,46,4,14,7,10,12,39,12,22,4,2,15,41
"3305",693,"pittsburgh",26,61,5,23,9,16,13,33,17,6,15,0,11,66
"1814",694,"iowa",32,72,6,22,13,20,20,48,22,6,3,7,10,83
"3040",694,"northflorida",24,61,12,29,8,10,9,35,15,11,4,5,18,68
"38",695,"akron",31,64,13,32,7,12,9,40,14,12,5,4,20,82
"5122",695,"youngstownst",22,68,4,19,12,21,14,42,7,13,7,3,19,60
"122",696,"appalachianst",21,54,6,28,16,25,8,37,11,13,10,2,14,64
"695",696,"charlotte",18,49,4,21,15,18,2,32,10,17,6,1,20,55
"3936",697,"southflorida",26,47,9,20,8,17,9,30,11,15,9,0,19,69
"5048",697,"wofford",22,46,6,19,5,10,5,24,11,16,9,1,14,55
"59",698,"alabamaam",19,56,10,25,3,6,6,32,8,18,8,0,14,51
"762",698,"clemson",34,64,12,29,7,15,8,40,19,9,11,7,5,87
"4134",699,"tcu",21,60,9,23,8,14,13,28,10,13,6,4,17,59
"4455",699,"ucirvine",21,52,2,8,14,19,15,44,10,21,7,6,13,58
"1679",700,"howard",18,55,7,23,20,33,9,31,8,17,9,1,12,63
"2311",700,"marshall",39,67,7,22,6,12,11,45,29,17,11,9,24,91
"643",701,"centralmichigan",22,66,5,22,8,10,11,34,9,13,10,0,13,57
"2454",701,"minnesota",32,63,14,30,4,7,9,43,23,16,7,6,11,82
"1051",702,"drake",29,53,8,25,8,10,8,38,14,18,4,5,15,74
"2062",702,"lehigh",22,56,4,13,10,15,8,25,7,13,11,4,14,58
"3096",703,"notredame",23,73,8,35,10,17,9,44,13,10,12,6,16,64
"4321",703,"toledo",24,69,6,27,8,13,13,57,12,21,7,2,22,62
"2135",704,"louisianalafayette",22,57,4,23,13,28,7,37,4,15,8,1,21,61
"5072",704,"wyoming",24,53,7,28,14,22,4,39,11,16,6,1,22,69
"3947",705,"stanford",26,47,8,16,21,30,5,39,11,15,8,6,19,81
"4997",705,"williammary",18,50,6,17,8,16,5,25,8,17,5,1,21,50
"1615",706,"hofstra",26,53,12,24,24,30,4,27,12,7,8,2,17,88
"4469",706,"ucla",29,61,6,22,14,18,10,36,22,11,1,1,22,78
"1892",707,"jacksonville",29,66,12,30,24,35,8,41,16,17,4,6,26,94
"4915",707,"westerncarolina",32,70,10,30,22,34,12,47,11,12,7,4,26,96
"4208",708,"tennesseetech",25,56,6,20,5,6,9,34,16,19,8,4,9,61
"5011",708,"winthrop",22,57,6,24,8,10,10,33,12,17,12,2,14,58
"1722",709,"illinoischicago",28,55,9,24,7,12,9,33,18,18,10,10,17,72
"3527",709,"robertmorris",22,61,6,23,12,18,15,34,15,16,8,1,18,62
"2013",710,"lamar",26,65,4,14,18,22,12,39,4,12,6,7,20,74
"4647",710,"utahvalleyst",22,58,8,27,16,20,11,41,10,15,4,5,18,68
"1080",711,"duke",27,65,6,13,21,29,19,43,15,21,8,4,21,81
"1399",711,"georgetown",28,55,6,16,11,18,7,29,16,24,9,12,30,73
"1386",712,"georgemason",20,56,7,23,16,24,10,32,13,13,4,4,25,63
"2331",712,"maryland",25,62,6,22,30,38,16,46,12,10,2,4,19,86
"1983",713,"kentucky",30,55,6,15,16,18,6,35,20,12,4,3,14,82
"2594",713,"mountstmarys",22,61,5,24,13,18,10,31,8,10,5,2,18,62
"1841",714,"ipfw",17,54,8,21,4,6,9,27,10,19,2,1,15,46
"3152",714,"ohiost",31,58,13,30,10,14,11,39,20,11,9,5,11,85
"1648",715,"houston",27,65,2,20,10,12,17,38,9,9,3,3,20,66
"3228",715,"oregon",26,48,10,21,16,21,4,26,17,11,4,2,16,78
"2243",716,"lsu",28,59,11,25,11,14,7,31,12,16,9,7,18,78
"4637",716,"utahst",25,57,11,22,19,23,9,34,18,14,7,0,12,80
"2483",717,"mississippist",28,67,8,22,12,13,13,32,9,7,7,1,19,76
"4782",717,"villanova",31,53,10,24,11,16,7,34,20,13,4,5,18,83
"871",718,"connecticut",21,70,7,23,25,27,16,45,10,16,8,6,24,74
"5094",718,"xavier",25,66,9,24,16,26,16,49,12,21,7,9,26,75
"503",719,"cal",16,45,1,8,12,20,7,34,8,12,2,2,13,45
"4220",719,"texas",26,62,6,24,4,7,9,34,17,5,3,3,19,62
"288",720,"baylor",26,54,9,27,16,20,11,26,16,13,9,1,18,77
"786",720,"coastalcarolina",23,45,9,14,10,15,9,29,14,22,4,3,21,65
"2540",721,"montana",19,57,9,22,9,13,9,27,13,20,7,0,33,56
"4870",721,"washington",19,42,0,11,35,46,8,36,7,21,8,5,18,73
"1265",722,"florida",30,56,10,19,8,13,9,37,18,12,8,5,14,78
"2401",722,"miamifl",23,55,7,19,5,11,7,27,10,14,6,4,13,58
"1102",723,"eastcarolina",30,56,4,12,21,28,8,42,14,16,5,1,28,85
"1199",723,"evansville",19,50,13,33,17,28,3,23,14,14,3,0,26,68
"1656",724,"houstonbaptist",26,71,8,23,8,13,10,36,6,19,5,0,17,68
"2420",724,"michigan",43,77,14,29,11,16,11,46,29,12,9,4,12,111
"484",725,"butler",26,57,9,26,7,9,6,32,14,9,7,3,16,68
"2569",725,"moreheadst",16,47,5,20,13,17,5,27,8,13,9,3,9,50
"358",726,"boston",17,52,6,20,4,6,9,32,8,22,5,0,16,44
"4965",726,"westvirginia",27,61,2,18,13,21,12,37,13,10,13,6,10,69
"2072",727,"liberty",24,44,8,17,33,47,9,36,11,12,4,0,20,89
"2586",727,"morganst",14,49,3,19,17,27,10,29,7,19,7,2,34,48
"168",728,"arkansas",31,66,4,20,11,12,7,36,11,8,8,6,20,77
"3852",728,"southdakota",22,55,3,12,9,14,6,30,11,13,5,1,15,56
"2105",729,"longisland",20,46,7,21,17,26,5,35,11,21,2,2,16,64
"3679",729,"sdsu",32,67,10,30,7,12,7,31,26,6,8,2,21,81
"4146",730,"temple",26,67,10,30,8,12,9,42,17,8,8,1,22,70
"4608",730,"usc",22,57,6,22,11,20,6,38,16,13,4,8,14,61
"2619",731,"mtsu",30,58,10,26,4,7,8,28,21,17,5,2,17,74
"4368",731,"tulane",24,50,12,24,26,30,8,30,13,16,10,0,15,86
"1524",732,"grandcanyon",30,58,10,22,4,6,5,34,11,18,2,1,21,74
"4716",732,"valparaiso",23,59,11,30,21,26,8,31,12,10,9,3,12,78
"769",733,"clevelandst",20,54,1,10,6,11,11,37,12,17,5,5,23,47
"2735",733,"ncwilmington",12,44,3,13,19,28,9,37,6,16,5,5,20,46
"3476",734,"rice",21,42,8,23,25,39,3,41,12,18,6,2,23,75
"4703",734,"uwmilwaukee",25,71,6,25,13,21,13,37,6,9,3,0,27,69
"1152",735,"easternmichigan",20,46,9,25,13,17,9,29,9,17,15,1,17,62
"4516",735,"umbc",17,42,5,17,6,10,6,25,7,26,9,0,17,45
"2514",736,"missourist",23,60,6,20,19,23,15,42,9,13,11,2,13,71
"4030",736,"stjoes",25,58,10,28,9,11,7,30,15,14,6,4,16,69
"1336",737,"fordham",17,48,10,24,16,23,8,31,9,17,1,1,16,60
"2795",737,"nevada",25,56,13,31,11,14,7,32,17,13,7,1,20,74
"1790",738,"indianast",22,42,14,25,14,21,7,26,16,9,7,3,23,72
"2203",738,"loyolamarymount",21,47,3,14,15,26,8,24,9,10,4,0,24,60
"3057",739,"northtexas",17,52,7,28,6,7,8,33,8,15,7,1,14,47
"3460",739,"rhodeisland",23,58,6,21,8,14,13,39,8,11,8,2,12,60
"1429",740,"georgewashington",22,49,8,17,16,19,7,29,13,19,7,7,21,68
"4556",740,"umkc",25,59,4,13,20,27,17,36,9,14,12,3,22,74
"734",741,"cincinnati",22,49,1,16,21,30,12,35,7,17,4,4,17,66
"1747",741,"illinoisst",27,62,6,15,5,9,15,35,9,16,4,1,22,65
"1794",742,"iona",19,48,8,29,14,27,12,38,15,14,5,2,15,60
"3989",742,"stetson",20,49,7,24,8,12,5,31,12,14,9,0,19,55
"23",743,"airforce",22,54,5,17,14,21,3,24,8,7,3,0,16,63
"1097",743,"duquesne",28,54,7,23,6,12,5,35,15,8,3,7,19,69
"457",744,"buffalo",26,72,8,31,16,23,22,44,15,12,6,3,22,76
"4338",744,"towson",25,59,3,13,20,26,14,42,14,22,9,6,24,73
"407",745,"bradley",24,49,7,19,15,25,16,38,13,17,5,1,19,70
"3439",745,"radford",21,50,4,19,15,26,11,25,5,14,10,2,23,61
"1375",746,"gardnerwebb",21,54,8,19,19,22,8,29,11,8,4,2,21,69
"3832",746,"southcarolina",27,62,5,19,15,17,8,32,17,7,6,9,17,74
"2352",747,"mcneesest",21,55,4,20,11,14,10,26,10,15,12,3,9,57
"3487",747,"richmond",31,55,16,28,9,10,9,35,22,17,10,5,16,87
"2087",748,"lipscomb",26,53,10,21,3,7,6,27,15,10,5,6,15,65
"2657",748,"navy",20,56,8,24,13,14,16,40,13,13,5,1,14,61
"1572",749,"harvard",28,61,11,23,15,21,10,36,16,8,7,5,12,82
"1624",749,"holycross",30,62,11,24,3,6,8,34,17,11,1,4,20,74
"3131",750,"ohio",24,56,6,24,12,15,10,28,9,14,4,2,25,66
"4620",750,"utah",23,47,7,15,27,28,7,31,11,13,3,1,17,80
"2156",751,"louisianatech",34,69,6,19,8,10,11,34,13,5,7,3,17,82
"2922",751,"northalabama",22,47,8,17,9,17,9,35,6,17,0,2,17,61
"934",752,"davidson",26,61,7,25,11,14,5,29,9,8,7,2,11,70
"4856",752,"wakeforest",31,64,10,22,10,12,11,43,15,12,4,5,17,82
"385",753,"bowlinggreen",30,69,10,21,7,10,13,41,14,13,4,0,20,77
"4935",753,"westernkentucky",26,54,6,21,17,28,7,36,13,13,7,7,15,75
"2751",754,"nebraska",31,54,12,21,19,37,4,28,19,9,5,5,12,93
"3888",754,"southern",34,83,9,29,9,10,25,54,20,14,5,4,25,86
"2901",755,"norfolkst",21,51,7,21,10,20,9,32,12,15,7,2,25,59
"3080",755,"northwestern",19,56,5,22,27,30,16,44,15,10,5,1,16,70
"3181",756,"oklahomast",24,64,7,25,15,24,17,45,12,9,5,5,19,70
"4957",756,"westernmichigan",23,57,9,29,8,15,8,36,13,11,5,0,19,63
"3841",757,"southcarolinast",19,46,3,14,19,24,3,21,7,14,4,1,18,60
"4739",757,"vanderbilt",35,58,12,25,15,28,11,39,19,11,9,2,18,97
"1963",758,"kennesawst",11,47,2,16,16,19,7,35,4,20,2,2,20,40
"2528",758,"monmouth",23,54,9,21,16,20,6,35,10,12,8,1,20,71
"536",759,"calpoly",28,54,9,19,5,10,8,32,12,18,4,0,20,70
"916",759,"creighton",29,56,9,22,19,23,5,25,16,9,11,1,16,86
"1694",760,"idahost",19,51,7,17,20,30,11,31,13,22,8,0,13,65
"3662",760,"santaclara",31,52,6,14,10,12,3,27,24,22,10,6,23,78
"2676",761,"ncat",20,40,2,4,24,33,10,41,11,24,10,4,22,66
"2864",761,"nichollsst",18,61,4,24,14,20,15,28,4,15,9,3,23,54
"318",762,"bethunecookman",30,56,10,18,13,19,7,33,14,14,9,3,21,83
"1752",762,"incarnateword",20,57,1,10,17,22,11,35,8,18,9,2,19,58
"1133",763,"easternkentucky",21,64,7,24,21,28,18,39,11,24,11,1,22,70
"1302",763,"floridainternational",34,60,6,21,15,20,9,36,18,21,15,8,20,89
"3372",764,"presbyterian",23,66,7,24,4,6,11,31,17,17,11,2,16,57
"3561",764,"sacredheart",30,59,10,29,13,14,9,43,18,19,11,9,10,83
"1473",765,"georgiast",29,62,8,21,17,29,15,47,19,12,5,3,27,83
"3356",765,"prairieviewam",23,61,4,13,24,34,11,35,18,8,6,2,24,74
"94",766,"albany",29,68,7,29,4,7,14,37,23,9,7,1,15,69
"3424",766,"quinnipiac",30,57,17,33,9,12,7,33,24,11,6,5,10,86
"523",767,"calbaptist",30,69,15,37,29,38,14,40,23,15,6,5,27,104
"618",767,"centralarkansas",33,63,7,19,25,34,10,40,21,18,4,8,27,98
"2342",768,"massachusetts",15,50,5,26,11,13,4,26,4,11,5,0,14,46
"4799",768,"virginia",22,52,2,14,12,14,9,40,9,11,7,1,14,58
"544",769,"calstbakersfield",20,50,3,10,6,9,11,37,10,27,6,0,25,49
"1495",769,"gonzaga",22,49,8,23,25,39,7,27,15,10,11,5,15,77
"1281",770,"floridaam",17,58,2,14,15,23,10,32,6,20,9,2,24,51
"3746",770,"setonhall",28,63,8,24,23,31,12,44,16,14,8,8,18,87
"2358",771,"memphis",30,58,3,11,24,36,10,38,15,16,11,9,26,87
"2472",771,"mississippi",26,66,12,27,22,30,16,38,19,16,8,3,30,86
"1244",772,"fgc",19,50,7,17,3,4,8,37,14,27,5,7,8,48
"4751",772,"vcu",28,76,9,30,13,16,19,42,16,8,15,8,9,78
"1316",773,"floridast",28,60,9,25,15,17,15,38,15,19,11,5,15,80
"4025",773,"stfrancispa",20,54,9,22,16,17,10,27,9,21,8,3,19,65
"2052",774,"lehigh",24,49,4,12,14,17,5,29,8,14,3,1,20,66
"4079",774,"stmarys",23,56,10,25,21,27,10,29,15,5,11,2,14,77
"1206",775,"evansville",22,55,2,14,24,30,8,32,7,9,3,1,22,70
"1423",775,"georgewashington",25,49,10,20,18,25,4,31,8,10,2,4,24,78
"2290",776,"marquette",20,47,4,16,22,28,10,39,13,21,4,6,14,66
"3523",776,"robertmorris",23,62,6,19,10,14,10,31,13,13,9,1,23,62
"628",777,"centralconnecticutst",13,52,7,21,16,18,7,30,7,13,6,1,15,49
"4760",777,"vermont",31,57,9,24,10,14,5,36,12,10,8,5,12,81
"1902",778,"jacksonvillest",16,59,5,21,12,21,13,34,10,8,4,0,19,49
"3416",778,"purdue",31,56,8,20,11,14,4,36,23,6,2,7,19,81
"3280",779,"pennsylvania",30,57,11,22,10,20,5,38,17,14,8,4,14,81
"3402",779,"providence",29,70,7,18,10,20,14,42,16,11,8,4,22,75
"2066",780,"liberty",26,54,7,22,12,19,6,34,12,10,6,4,10,71
"3470",780,"rice",20,57,10,31,9,12,9,36,9,13,2,1,17,59
"2591",781,"morganst",18,53,6,19,15,20,12,41,9,19,1,7,27,57
"4709",781,"uwmilwaukee",18,49,9,19,17,26,8,33,11,12,6,5,17,62
"445",782,"bucknell",15,57,3,24,13,17,13,32,10,23,6,2,13,46
"4122",782,"syracuse",37,66,14,29,9,11,12,44,25,15,14,13,12,97
"380",783,"bostoncollege",20,56,10,24,17,19,6,28,12,16,8,7,15,67
"1015",783,"depaul",26,63,6,18,14,18,16,47,15,16,5,7,19,72
"1308",784,"floridainternational",22,62,8,24,11,18,9,37,9,14,8,8,19,63
"2744",784,"ncwilmington",25,66,1,15,15,20,14,48,7,15,5,4,14,66
"191",785,"arkansaslittlerock",22,59,4,18,10,14,12,37,15,18,7,2,16,58
"2724",785,"ncst",27,56,8,22,12,18,7,33,14,15,11,5,16,74
"987",786,"delawarest",22,61,8,26,14,20,11,28,11,17,6,3,26,66
"1191",786,"etsu",31,60,8,25,28,36,16,47,21,14,13,7,17,98
"660",787,"charleston",28,58,7,17,8,12,8,31,14,12,6,0,22,71
"4432",787,"ucf",23,54,5,14,21,26,10,34,14,11,3,2,13,72
"1907",788,"jamesmadison",24,61,9,29,21,28,7,50,10,14,5,3,18,78
"2800",788,"newhampshire",29,80,10,35,3,7,11,46,10,9,2,2,20,71
"152",789,"arizonast",28,61,5,19,19,26,11,39,9,13,6,4,19,80
"4043",789,"stjohns",25,66,3,16,14,22,17,41,9,16,4,4,21,67
"603",790,"canisius",20,51,5,21,16,17,16,40,7,21,6,2,16,61
"3971",790,"stbonaventure",18,47,3,12,18,24,8,24,3,13,10,4,16,57
"1521",791,"grambling",22,59,7,17,7,12,8,29,16,13,5,5,23,58
"3231",791,"oregonst",26,56,4,20,24,30,11,42,17,10,7,8,14,80
"1335",792,"fordham",26,61,8,23,10,14,11,33,12,10,5,0,14,70
"1532",792,"grandcanyon",22,49,3,18,11,13,5,30,5,16,4,0,12,58
"3205",793,"oralroberts",21,65,3,23,14,17,13,36,7,9,7,2,16,59
"4978",793,"wichitast",28,58,5,15,7,12,9,38,17,13,1,8,16,68
"4095",794,"stonybrook",31,62,13,24,12,19,11,36,16,12,5,7,19,87
"4841",794,"wagner",26,61,15,28,17,23,9,35,16,11,6,3,18,84
"3583",795,"samford",25,47,12,23,10,13,7,39,20,26,5,4,18,72
"4359",795,"troy",21,65,7,27,11,18,16,32,19,16,6,1,15,60
"772",796,"clevelandst",19,48,3,15,24,31,12,49,10,21,8,3,25,65
"1131",796,"easternkentucky",13,51,3,16,22,31,7,31,4,14,8,4,25,51
"272",797,"ballst",36,61,21,37,7,8,8,30,30,7,4,3,12,100
"1674",797,"howard",26,58,6,16,11,16,10,28,14,8,1,2,8,69
"3275",798,"pennst",23,69,5,27,7,9,14,44,14,7,12,4,15,58
"5107",798,"yale",22,51,9,23,3,11,4,38,10,16,2,4,15,56
"232",799,"army",26,55,8,22,13,20,5,22,14,11,9,1,15,73
"326",799,"binghamton",33,62,9,27,13,16,13,41,17,13,2,4,19,88
"1168",800,"elon",19,48,10,20,16,23,10,39,10,18,4,1,22,64
"2265",800,"manhattan",18,45,11,25,22,30,4,27,11,9,11,2,20,69
"422",801,"brown",27,52,9,15,16,22,11,40,16,15,5,6,22,79
"2875",801,"njit",21,54,5,15,16,28,8,26,4,10,8,5,24,63
"1745",802,"illinoisst",27,59,8,21,7,11,15,32,15,11,3,4,20,69
